name,ttm,03/31/2020,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014,03/31/2013,03/31/2012,03/31/2011,03/31/2010,03/31/2009,03/31/2008,03/31/2007,03/31/2006,03/31/2005,03/31/2004,03/31/2003,03/31/2002,03/31/2001
TotalRevenue,"1,308,519,000,000","1,308,519,000,000","1,200,560,000,000","1,055,682,000,000","489,095,000,000","504,459,000,000","549,780,000,000","571,726,000,000","635,422,000,000","647,652,000,000","1,014,345,000,000","1,434,365,000,000","1,838,622,000,000","1,672,423,000,000","966,534,000,000","509,249,000,000","514,988,000,000","514,805,000,000","503,748,000,000","554,413,000,000","462,196,000,000"
CostOfRevenue,"666,817,000,000","666,817,000,000","699,370,000,000","652,141,000,000","290,197,000,000","283,494,000,000","335,196,000,000","408,506,000,000","495,068,000,000","493,997,000,000","626,380,000,000","859,131,000,000","1,044,981,000,000","972,363,000,000","568,722,000,000","294,133,000,000","297,612,000,000","307,233,000,000","308,124,000,000","334,187,000,000","278,090,000,000"
GrossProfit,"641,701,000,000","641,701,000,000","501,189,000,000","403,540,000,000","198,898,000,000","220,965,000,000","214,584,000,000","163,219,000,000","140,354,000,000","153,654,000,000","387,965,000,000","575,234,000,000","793,641,000,000","700,060,000,000","397,812,000,000","215,116,000,000","217,376,000,000","207,572,000,000","195,624,000,000","220,226,000,000","184,106,000,000"
OperatingExpense,"289,331,000,000","289,331,000,000","251,488,000,000","225,983,000,000","169,535,000,000","188,083,000,000","189,814,000,000","209,645,000,000","176,764,000,000","190,975,000,000","216,889,000,000","218,666,000,000","184,426,000,000","212,840,000,000","171,788,000,000","124,767,000,000","103,918,000,000","99,889,000,000","95,372,000,000","100,619,000,000","99,190,000,000"
	ResearchAndDevelopment,,,,,,,,,,,,,"42,211,000,000","37,000,000,000",,,,,,,
	SellingGeneralAndAdministration,,,,,,,,,,,,,"117,950,000,000","151,586,000,000","171,787,000,000","124,766,000,000","103,918,000,000","99,888,000,000","95,372,000,000","100,619,000,000","99,190,000,000"
	OperatingExpense,"289,331,000,000","289,331,000,000","251,488,000,000","225,983,000,000","169,535,000,000","188,083,000,000","189,814,000,000","209,645,000,000","176,764,000,000","190,975,000,000","216,889,000,000","218,666,000,000","184,426,000,000","212,840,000,000","171,788,000,000","124,767,000,000","103,918,000,000","99,889,000,000","95,372,000,000","100,619,000,000","99,190,000,000"
OperatingIncome,"352,370,000,000","352,370,000,000","249,701,000,000","177,557,000,000","29,363,000,000","32,882,000,000","24,770,000,000","-46,426,000,000","-36,410,000,000","-37,320,000,000","171,076,000,000","356,568,000,000","609,215,000,000","487,220,000,000","226,024,000,000","90,349,000,000","113,458,000,000","107,683,000,000","100,252,000,000","119,607,000,000","84,916,000,000"
InterestExpense,,,,,,,,,,,,,"1,000,000","0",,,,,,,
PretaxIncome,"361,272,000,000","361,272,000,000","271,772,000,000","201,089,000,000","114,731,000,000","27,717,000,000","72,091,000,000","10,929,000,000","10,198,000,000","-60,877,000,000","127,934,000,000","367,442,000,000","448,132,000,000","433,775,000,000","289,601,000,000","166,470,000,000","145,403,000,000","52,965,000,000","113,316,000,000","183,023,000,000","168,652,000,000"
TaxProvision,"102,590,000,000","102,590,000,000","77,205,000,000","60,144,000,000","12,148,000,000","11,196,000,000","30,228,000,000","34,131,000,000","3,029,000,000","-17,659,000,000","50,261,000,000","138,896,000,000","169,134,000,000","176,532,000,000","115,347,000,000","68,139,000,000","57,962,000,000","19,691,000,000","45,974,000,000","76,797,000,000","72,352,000,000"
