name,ttm,03/31/2020,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014,03/31/2013,03/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006
	DepreciationAmortizationDepletionIncomeStatement,"13,388,000,000","13,388,000,000","10,727,000,000","7,120,000,000","5,122,000,000","2,931,000,000","2,089,000,000","315,000,000","130,000,000","155,000,000",,,,,,
		DepreciationAndAmortizationInIncomeStatement,"13,388,000,000","13,388,000,000","10,727,000,000","7,120,000,000","5,122,000,000","2,931,000,000","2,089,000,000","315,000,000","130,000,000","155,000,000",,,,,,
			Amortization,"13,388,000,000","13,388,000,000","10,727,000,000","7,120,000,000","5,122,000,000","2,931,000,000","2,089,000,000","315,000,000","130,000,000","155,000,000",,,,,,
				AmortizationOfIntangiblesIncomeStatement,"13,388,000,000","13,388,000,000","10,727,000,000","7,120,000,000","5,122,000,000","2,931,000,000","2,089,000,000","315,000,000","130,000,000","155,000,000",,,,,,
	OtherOperatingExpenses,"-998,000,000","-998,000,000","-666,000,000","-555,000,000","-451,000,000","-401,000,000","-327,000,000","-252,000,000","3,099,000,000","-200,000,000",,"-109,026,000","-150,566,000","-177,300,000",,
OperatingIncome,"93,004,000,000","93,004,000,000","57,750,000,000","70,363,000,000","48,055,000,000","29,958,000,000","23,637,000,000","25,216,000,000","11,314,000,000","5,350,000,000","1,690,343,000","1,536,538,000","1,072,970,000","1,192,383,000","784,468,000","250,584,000"
NetNonOperatingInterestIncomeExpense,"67,776,000,000","67,776,000,000","38,916,000,000","26,929,000,000","5,888,000,000","50,308,000,000","6,705,000,000","-547,000,000","-1,533,000,000","190,000,000","263,486,000","176,398,000","140,941,000","245,055,000",,
	InterestIncomeNonOperating,"72,956,000,000","72,956,000,000","44,106,000,000","30,495,000,000","8,559,000,000","52,254,000,000","9,455,000,000","1,648,000,000","39,000,000","258,000,000",,,,"245,055,000",,
	InterestExpenseNonOperating,"5,180,000,000","5,180,000,000","5,190,000,000","3,566,000,000","2,671,000,000","1,946,000,000","2,750,000,000","2,195,000,000","1,572,000,000","68,000,000",,,,,,
	TotalOtherFinanceCost,,,,,,,,,,,"-263,486,000",,,,,
OtherIncomeExpense,"5,865,000,000","5,865,000,000","-445,000,000","3,111,000,000","6,086,000,000","1,202,000,000","1,984,000,000","2,133,000,000","331,000,000","-8,000,000","182,905,000","-6,479,000",,"-5,848,000",,
	GainOnSaleOfSecurity,"-514,000,000","-514,000,000","-1,950,000,000","-1,679,000,000","2,328,000,000",,,,,,"55,632,000",,,,,
	EarningsFromEquityInterest,,,,,,,,,,,"730,000","-6,479,000",,,,
	SpecialIncomeCharges,"3,162,000,000","3,162,000,000","253,000,000","-758,000,000","0","-719,000,000","-341,000,000","-44,000,000","-175,000,000","-135,000,000","126,543,000",,,,,
		RestructuringAndMergernAcquisition,"97,000,000","97,000,000","264,000,000","264,000,000","264,000,000","264,000,000","166,000,000",,"0",,,,,,,
		ImpairmentOfCapitalAssets,"576,000,000","576,000,000","0","494,000,000","0","455,000,000","175,000,000","44,000,000","175,000,000","135,000,000",,,,,,
		OtherSpecialCharges,"-3,835,000,000","-3,835,000,000","-517,000,000",,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"3,217,000,000","3,217,000,000","1,252,000,000","5,548,000,000","6,086,000,000","1,921,000,000","2,325,000,000","2,177,000,000","506,000,000","127,000,000",,,,"-5,848,000",,
PretaxIncome,"166,645,000,000","166,645,000,000","96,221,000,000","100,403,000,000","60,029,000,000","81,468,000,000","32,326,000,000","26,802,000,000","10,112,000,000","5,532,000,000","2,136,734,000","1,706,457,000","1,176,419,000","1,415,503,000","1,149,444,000","291,388,000"
TaxProvision,"20,562,000,000","20,562,000,000","16,553,000,000","18,199,000,000","13,776,000,000","8,449,000,000","6,416,000,000","3,196,000,000","1,457,000,000","842,000,000","427,896,000","236,445,000","163,393,000","210,317,000","181,649,000","71,450,000"
EarningsFromEquityInterestNetOfTax,"-5,733,000,000","-5,733,000,000","566,000,000","-20,792,000,000","-5,027,000,000","-1,730,000,000","-1,590,000,000","-203,000,000","-6,000,000","-25,000,000",,,,,,
NetIncomeCommonStockholders,"149,263,000,000","149,263,000,000","87,600,000,000","63,985,000,000","43,675,000,000","71,460,000,000","24,149,000,000","23,076,000,000","8,404,000,000","4,228,000,000","1,712,673,000","1,469,464,000","1,013,026,000","1,205,186,000","967,795,000","219,938,000"
	NetIncome,"149,433,000,000","149,433,000,000","87,886,000,000","64,093,000,000","43,675,000,000","71,460,000,000","24,261,000,000","23,315,000,000","8,532,000,000","4,228,000,000","1,712,673,000","1,469,464,000","1,013,026,000","1,205,186,000","967,795,000","219,938,000"
		NetIncomeIncludingNoncontrollingInterests,"140,350,000,000","140,350,000,000","80,234,000,000","61,412,000,000","41,226,000,000","71,289,000,000","24,320,000,000","23,403,000,000","8,649,000,000","4,665,000,000","1,708,838,000","1,470,012,000","1,013,026,000","1,205,186,000","967,795,000","219,938,000"
			NetIncomeContinuousOperations,"140,350,000,000","140,350,000,000","80,234,000,000","61,412,000,000","41,226,000,000","71,289,000,000","24,320,000,000","23,403,000,000","8,649,000,000","4,665,000,000","1,708,838,000","1,470,012,000","1,013,026,000","1,205,186,000","967,795,000","219,938,000"
		MinorityInterests,"9,083,000,000","9,083,000,000","7,652,000,000","2,681,000,000","2,449,000,000","171,000,000","-59,000,000","-88,000,000","-117,000,000","-437,000,000","3,835,000","-548,000",,"0",,
	PreferredStockDividends,,,,,,,"97,000,000","208,000,000","111,000,000",,,,,,,
	OtherunderPreferredStockDividend,"170,000,000","170,000,000","286,000,000","108,000,000","0","0","15,000,000","31,000,000","17,000,000","0",,,,,,
AverageDilutionEarnings,"-48,000,000","-48,000,000","-42,000,000","-21,000,000","-11,000,000",,,"239,000,000",,,,,,,,
DilutedNIAvailtoComStockholders,"149,215,000,000","149,215,000,000","87,558,000,000","63,964,000,000","43,664,000,000","71,460,000,000","24,149,000,000","23,315,000,000","8,404,000,000","4,228,000,000","1,712,673,000","1,469,464,000","1,013,026,000","1,205,186,000","967,795,000","219,938,000"
BasicEPS,,,"33.95","25.06","17.52","29.07","10.33","10.29","3.66","1.866","0.34","0.29","0.201","0.239","0.199","0.046"
DilutedEPS,,,"33.38","24.51","16.97","27.89","9.7","10","3.57","1.813","0.338","0.29","0.199","0.238","0.199","0.046"
BasicAverageShares,,,"2,580,000,000","2,553,000,000","2,493,000,000","2,458,000,000","2,337,000,000","2,266,000,000","2,294,000,000","2,266,000,000","5,043,800,000","5,043,800,000","5,040,685,000","5,052,130,000","4,859,882,000","4,825,000,000"
DilutedAverageShares,,,"2,623,000,000","2,610,000,000","2,573,000,000","2,562,000,000","2,500,000,000","2,332,000,000","2,389,000,000","2,332,000,000","5,078,820,000","5,078,820,000","5,079,627,000","5,055,310,403","4,859,882,000","4,825,000,000"
TotalOperatingIncomeAsReported,"91,430,000,000","91,430,000,000","57,084,000,000","69,314,000,000","48,055,000,000","29,102,000,000","23,135,000,000","24,920,000,000","10,751,000,000","5,015,000,000","1,816,886,000","1,536,538,000","1,072,970,000","1,192,383,000","804,345,000","268,496,000"
TotalExpenses,"416,707,000,000","416,707,000,000","319,094,000,000","179,903,000,000","110,218,000,000","71,185,000,000","52,567,000,000","27,288,000,000","23,203,000,000","14,675,000,000","4,726,551,000","4,021,048,000","2,801,758,000","1,808,811,000","1,378,289,000","1,113,278,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"149,433,000,000","149,433,000,000","87,886,000,000","64,093,000,000","43,675,000,000","71,460,000,000","24,261,000,000","23,315,000,000","8,532,000,000","4,228,000,000","1,712,673,000","1,469,464,000","1,013,026,000","1,205,186,000","967,795,000","219,938,000"
NormalizedIncome,"147,102,760,000","147,102,760,000","89,294,510,000","66,091,340,000","43,675,000,000","72,107,100,000","24,534,482,000","23,353,764,000","8,681,800,000","4,342,452,277.657","1,566,979,824.036","1,469,464,000","1,013,026,000","1,205,186,000","967,795,000","219,938,000"
InterestIncome,"72,956,000,000","72,956,000,000","44,106,000,000","30,495,000,000","8,559,000,000","52,254,000,000","9,455,000,000","1,648,000,000","39,000,000","258,000,000",,,,"245,055,000",,
InterestExpense,"5,180,000,000","5,180,000,000","5,190,000,000","3,566,000,000","2,671,000,000","1,946,000,000","2,750,000,000","2,195,000,000","1,572,000,000","68,000,000",,,,,,
NetInterestIncome,"67,776,000,000","67,776,000,000","38,916,000,000","26,929,000,000","5,888,000,000","50,308,000,000","6,705,000,000","-547,000,000","-1,533,000,000","190,000,000","263,486,000","176,398,000","140,941,000","245,055,000",,
EBIT,"171,825,000,000","171,825,000,000","101,411,000,000","103,969,000,000","62,700,000,000","83,414,000,000","35,076,000,000","28,997,000,000","11,684,000,000","5,600,000,000","1,690,343,000","1,536,538,000","1,072,970,000","1,192,383,000","784,468,000","250,584,000"
EBITDA,"214,252,000,000"
ReconciledCostOfRevenue,"253,328,000,000","253,328,000,000","180,576,000,000","92,144,000,000","50,313,000,000","30,585,000,000","21,508,000,000","12,030,000,000","8,914,000,000","5,839,000,000","1,259,979,000","931,016,000","534,438,000","387,368,000","280,113,000","237,625,000"
ReconciledDepreciation,"42,427,000,000","42,427,000,000","37,080,000,000","22,020,000,000","14,292,000,000","6,701,000,000","4,415,000,000","1,654,000,000","935,000,000","870,000,000","252,692,000","226,910,000","126,582,000","77,220,000",,
NetIncomeFromContinuingOperationNetMinorityInterest,"149,433,000,000","149,433,000,000","87,886,000,000","64,093,000,000","43,675,000,000","71,460,000,000","24,261,000,000","23,315,000,000","8,532,000,000","4,228,000,000","1,712,673,000","1,469,464,000","1,013,026,000","1,205,186,000","967,795,000","219,938,000"
TotalUnusualItemsExcludingGoodwill,"2,648,000,000","2,648,000,000","-1,697,000,000","-2,437,000,000","0","-719,000,000","-341,000,000","-44,000,000","-175,000,000","-135,000,000","182,175,000",,,,,
TotalUnusualItems,"2,648,000,000","2,648,000,000","-1,697,000,000","-2,437,000,000","0","-719,000,000","-341,000,000","-44,000,000","-175,000,000","-135,000,000","182,175,000",,,,,
NormalizedEBITDA,"211,604,000,000","211,604,000,000","140,188,000,000","128,426,000,000","76,992,000,000","90,834,000,000","39,832,000,000","30,695,000,000","12,794,000,000","6,605,000,000","1,760,860,000","1,763,448,000","1,199,552,000","1,269,603,000","784,468,000","250,584,000"
TaxRateForCalcs,"0.12","0.12","0.17","0.18","0.23","0.1","0.198","0.119","0.144","0.152","0.2","0.139","0.139","0.149","0.158","0.245"
TaxEffectOfUnusualItems,"317,760,000","317,760,000","-288,490,000","-438,660,000","0","-71,900,000","-67,518,000","-5,236,000","-25,200,000","-20,547,722.343","36,481,824.036","0","0","0","0","0"
