name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,11/30/2008,11/30/2007,11/30/2006,11/30/2005,11/30/2004,11/30/2003,11/30/2002,11/30/2001,11/30/2000,11/30/1999
InvestingCashFlow,,"-24,236,000,000","-22,677,000,000","-29,116,000,000","9,270,000,000","-18,574,000,000","-14,909,000,000","-8,728,000,000","-3,734,000,000","1,485,000,000","-185,000,000","-1,561,000,000","-4,337,000,000","396,000,000","-9,748,000,000","-1,064,000,000","-863,000,000","-2,661,000,000","-1,103,000,000","-1,909,000,000","-3,656,000,000","-654,000,000"
	CapitalExpenditure,,"-8,443,000,000","-7,982,000,000","-3,185,000,000","-2,876,000,000","-1,833,000,000","-678,000,000","-706,000,000","-961,000,000","-1,184,000,000","-1,227,000,000","-1,556,000,000","-1,906,000,000","-2,037,000,000","-1,675,000,000","-1,421,000,000","-608,000,000","-592,000,000","-1,008,000,000","-1,370,000,000","-3,540,000,000","-843,000,000"
	PurchaseOfBusiness,,"-803,000,000",,,,"-1,808,000,000","-1,732,000,000","-2,274,000,000","-593,000,000","-431,000,000","-804,000,000","-221,000,000",,,,,,,,,,
	PurchaseOfInvestment,,"-29,773,000,000","-3,790,000,000","-9,853,000,000",,,"0","-738,000,000","-5,220,000,000","-2,752,000,000","-1,885,000,000","-2,722,000,000","-3,851,000,000","-872,000,000","-12,922,000,000",,,,,,,
	SaleOfInvestment,,"17,812,000,000","411,000,000","2,887,000,000","1,512,000,000","1,019,000,000","1,514,000,000","3,320,000,000","5,732,000,000","5,774,000,000","3,659,000,000","2,856,000,000","4,033,000,000","5,205,000,000","6,510,000,000","274,000,000",,,,,,
	NetOtherInvestingChanges,,,,,,,,,,,,,,,,"639,000,000",,"-1,372,000,000","-27,000,000","-225,000,000","-116,000,000","189,000,000"
	InvestingCashFlow,,"-24,236,000,000","-22,677,000,000","-29,116,000,000","9,270,000,000","-18,574,000,000","-14,909,000,000","-8,728,000,000","-3,734,000,000","1,485,000,000","-185,000,000","-1,561,000,000","-4,337,000,000","396,000,000","-9,748,000,000","-1,064,000,000","-863,000,000","-2,661,000,000","-1,103,000,000","-1,909,000,000","-3,656,000,000","-654,000,000"
CashFlowFromContinuingFinancingActivities,,"3,367,000,000","22,752,000,000","35,198,000,000","13,432,000,000","29,118,000,000","18,999,000,000","-7,351,000,000","7,516,000,000","-6,910,000,000","7,839,000,000","-22,828,000,000","7,901,000,000","73,390,000,000","53,397,000,000","19,373,000,000","31,753,000,000","20,581,000,000","9,093,000,000","20,124,000,000","-6,664,000,000","13,462,000,000"
	RepaymentOfDebt,,"-51,610,000,000","-46,725,000,000","-35,482,000,000","-43,932,000,000","-36,023,000,000","-37,385,000,000","-34,103,000,000","-48,011,000,000","-38,065,000,000","-27,456,000,000","-55,926,000,000","-46,232,000,000","-22,178,000,000","-20,930,000,000","-22,340,000,000","-10,198,000,000","-7,471,000,000","-8,358,000,000","-144,000,000","-782,000,000","-753,000,000"
	CommonStockIssuance,,"0","38,000,000","7,000,000","6,000,000","259,000,000","123,000,000","65,000,000","317,000,000","368,000,000","581,000,000","6,260,000,000",,,,,,,,,,
	RepurchaseOfCapitalStock,,"-6,435,000,000","-3,979,000,000","-7,859,000,000","-7,249,000,000","-4,135,000,000","-5,469,000,000","-6,175,000,000","-4,640,000,000","-9,905,000,000","-4,183,000,000","-9,576,000,000",,,,,,,,,,
	CashDividendsPaid,,"-2,104,000,000","-1,810,000,000","-1,769,000,000","-1,706,000,000","-1,681,000,000","-1,454,000,000","-1,302,000,000","-1,086,000,000","-2,771,000,000","-1,443,000,000","-2,205,000,000","-850,000,000","-831,000,000","-754,000,000","-511,000,000","-497,000,000","-350,000,000","-228,000,000","-231,000,000","-217,000,000","-107,000,000"
	NetOtherFinancingCharges,,"3,602,000,000","1,176,000,000","-542,000,000","2,317,000,000","358,000,000","1,424,000,000","971,000,000","1,825,000,000","725,000,000","1,573,000,000","2,301,000,000","1,395,000,000","5,630,000,000","3,821,000,000","1,060,000,000","548,000,000","231,000,000",,,,"-4,370,000,000"
	CashFlowFromContinuingFinancingActivities,,"3,367,000,000","22,752,000,000","35,198,000,000","13,432,000,000","29,118,000,000","18,999,000,000","-7,351,000,000","7,516,000,000","-6,910,000,000","7,839,000,000","-22,828,000,000","7,901,000,000","73,390,000,000","53,397,000,000","19,373,000,000","31,753,000,000","20,581,000,000","9,093,000,000","20,124,000,000","-6,664,000,000","13,462,000,000"
ChangeInCashSupplementalAsReported,,"2,999,000,000","20,496,000,000","-11,660,000,000","28,272,000,000","17,505,000,000","-3,533,000,000","-11,536,000,000","16,661,000,000","16,220,000,000","1,497,000,000","24,486,000,000","5,458,000,000","5,589,000,000","-3,968,000,000","5,896,000,000","-2,722,000,000","2,265,000,000","-2,087,000,000","3,039,000,000","815,000,000","219,000,000"
BeginningCashPosition,,"130,547,000,000","110,051,000,000","121,711,000,000","93,439,000,000","57,600,000,000","61,133,000,000","72,669,000,000","56,008,000,000","39,788,000,000","38,291,000,000","13,805,000,000","10,282,000,000","6,293,000,000","10,261,000,000","4,365,000,000","7,087,000,000","4,822,000,000","6,909,000,000","3,870,000,000","3,055,000,000","2,836,000,000"
EndCashPosition,,"133,546,000,000","130,547,000,000","110,051,000,000","121,711,000,000","75,105,000,000","57,600,000,000","61,133,000,000","72,669,000,000","56,008,000,000","39,788,000,000","38,291,000,000","15,740,000,000","11,882,000,000","6,293,000,000","10,261,000,000","4,365,000,000","7,087,000,000","4,822,000,000","6,909,000,000","3,870,000,000","3,055,000,000"
FreeCashFlow,,"15,425,000,000","12,439,000,000","-20,927,000,000","2,694,000,000","5,128,000,000","-8,301,000,000","3,837,000,000","11,918,000,000","20,461,000,000","-7,384,000,000","47,319,000,000","-12,000,000","-70,234,000,000","-49,292,000,000","-13,834,000,000","-34,220,000,000","-16,247,000,000","-11,085,000,000","-16,546,000,000","7,595,000,000","-13,432,000,000"
	OperatingCashFlow,,"23,868,000,000","20,421,000,000","-17,742,000,000","5,570,000,000","6,961,000,000","-7,623,000,000","4,543,000,000","12,879,000,000","21,645,000,000","-6,157,000,000","48,875,000,000","1,894,000,000","-68,197,000,000","-47,617,000,000","-12,413,000,000","-33,612,000,000","-15,655,000,000","-10,077,000,000","-15,176,000,000","11,135,000,000","-12,589,000,000"
	CapitalExpenditure,,"-8,443,000,000","-7,982,000,000","-3,185,000,000","-2,876,000,000","-1,833,000,000","-678,000,000","-706,000,000","-961,000,000","-1,184,000,000","-1,227,000,000","-1,556,000,000","-1,906,000,000","-2,037,000,000","-1,675,000,000","-1,421,000,000","-608,000,000","-592,000,000","-1,008,000,000","-1,370,000,000","-3,540,000,000","-843,000,000"
	FreeCashFlow,,"15,425,000,000","12,439,000,000","-20,927,000,000","2,694,000,000","5,128,000,000","-8,301,000,000","3,837,000,000","11,918,000,000","20,461,000,000","-7,384,000,000","47,319,000,000","-12,000,000","-70,234,000,000","-49,292,000,000","-13,834,000,000","-34,220,000,000","-16,247,000,000","-11,085,000,000","-16,546,000,000","7,595,000,000","-13,432,000,000"
