name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999
TotalRevenue,"37,692,000,000","37,631,000,000","35,677,000,000","36,204,000,000","34,708,000,000","34,861,000,000","34,109,000,000","33,306,000,000","35,957,000,000","35,058,000,000","32,035,000,000","30,749,000,000","28,817,000,000","29,253,041,370","29,489,294,800","28,491,240,950","15,031,705,360","8,033,995,540","7,455,084,310","6,488,000,000","5,963,000,000","5,350,000,000"
CostOfRevenue,"12,134,000,000","11,976,000,000","11,435,000,000","11,611,000,000","10,702,000,000","10,919,000,000","11,029,000,000","10,990,000,000","11,118,000,000","10,902,000,000","8,717,000,000","7,880,000,000","7,337,000,000","7,582,978,720","7,586,749,970","7,559,951,740","3,750,365,120","1,425,283,850","1,378,947,590","1,253,000,000","1,442,000,000","1,492,000,000"
GrossProfit,"25,558,000,000","25,655,000,000","24,242,000,000","24,593,000,000","24,006,000,000","23,942,000,000","23,080,000,000","22,316,000,000","24,839,000,000","24,156,000,000","23,318,000,000","22,869,000,000","21,480,000,000","21,670,062,650","21,902,544,830","20,931,289,210","11,281,340,240","6,608,711,690","6,076,136,720","5,235,000,000","4,521,000,000","3,858,000,000"
OperatingExpense,"17,907,000,000","18,429,000,000","17,987,000,000","17,392,000,000","16,477,000,000","16,809,000,000","16,249,000,000","15,837,000,000","17,052,000,000","16,969,000,000","15,985,000,000","15,051,000,000","15,579,000,000","15,612,458,810","15,898,609,270","15,211,088,960","11,586,002,080","3,538,991,710","3,459,281,100","3,129,000,000","2,944,000,000","2,887,000,000"
	ResearchAndDevelopment,"5,738,000,000","6,018,000,000","5,894,000,000","5,472,000,000","5,172,000,000","5,082,000,000","4,824,000,000","4,770,000,000","4,922,000,000","4,811,000,000","4,401,000,000","4,583,000,000","4,575,000,000","4,543,888,750","4,430,213,430","4,040,867,660","7,449,830,320","1,313,325,620","1,218,848,630","1,031,000,000","945,000,000",
	SellingGeneralAndAdministration,"9,655,000,000","9,883,000,000","9,859,000,000","10,058,000,000","9,486,000,000","9,382,000,000","9,107,000,000","8,602,000,000","8,947,000,000","8,536,000,000","7,567,000,000","7,325,000,000","7,168,000,000","7,873,101,730","8,020,148,650","8,243,842,840","4,496,897,280","2,472,609,420","2,430,073,500","2,306,000,000","2,016,000,000","1,892,000,000"
	OperatingExpense,"17,907,000,000","18,429,000,000","17,987,000,000","17,392,000,000","16,477,000,000","16,809,000,000","16,249,000,000","15,837,000,000","17,052,000,000","16,969,000,000","15,985,000,000","15,051,000,000","15,579,000,000","15,612,458,810","15,898,609,270","15,211,088,960","11,586,002,080","3,538,991,710","3,459,281,100","3,129,000,000","2,944,000,000","2,887,000,000"
OperatingIncome,"7,651,000,000","7,226,000,000","6,255,000,000","7,201,000,000","7,529,000,000","7,133,000,000","6,831,000,000","6,479,000,000","7,787,000,000","7,187,000,000","7,333,000,000","7,818,000,000","5,901,000,000","6,057,603,840","6,003,935,560","5,720,200,250","-304,661,840","3,069,719,980","2,616,855,620","2,106,000,000","1,577,000,000","971,000,000"
InterestExpense,"398,000,000","444,000,000","435,000,000","420,000,000","924,000,000","559,000,000","605,000,000","612,000,000","553,000,000","552,000,000","467,000,000","324,000,000","335,000,000",,,,,,,,,
OtherIncomeExpense,"4,470,000,000","-4,101,000,000","-1,579,000,000","-1,398,000,000","-995,000,000","-1,509,000,000","-688,000,000","-1,373,000,000","-1,450,000,000","-1,456,000,000","-1,372,000,000","-1,452,000,000","-695,000,000","925,238,630","106,076,600","-1,299,393,090","-303,186,480","291,409,010","221,089,040",,,
PretaxIncome,"11,801,000,000","2,822,000,000","4,405,000,000","5,530,000,000","5,678,000,000","5,243,000,000","5,731,000,000","4,603,000,000","5,877,000,000","5,319,000,000","5,599,000,000","6,066,000,000","4,162,000,000","5,781,198,230","4,747,685,540","2,641,001,680","-1,841,986,960","3,128,478,200","2,507,264,070","2,140,000,000","1,560,000,000",
TaxProvision,"1,120,000,000","139,000,000","481,000,000","1,722,000,000","1,326,000,000","709,000,000","1,171,000,000","763,000,000","1,134,000,000","455,000,000","1,242,000,000","1,364,000,000","682,000,000","687,927,610","800,120,640","477,035,150","818,087,120","1,056,059,900","747,128,480","842,000,000","611,000,000",
NetIncomeContinuousOperations,"11,174,000,000","2,938,000,000","4,423,000,000","3,912,000,000","4,486,000,000","4,512,000,000","4,509,000,000","3,875,000,000","5,136,000,000","5,934,000,000","5,335,000,000","5,516,000,000","4,733,000,000","5,271,596,820","4,005,907,030","2,255,996,320","-3,607,255,200","2,072,418,300","1,760,135,590","1,586,000,000","999,000,000","625,000,000"
NetIncome,"11,037,000,000","2,806,000,000","4,306,000,000","8,434,000,000","4,709,000,000","4,287,000,000","4,390,000,000","3,717,000,000","4,967,000,000","5,693,000,000","5,467,000,000","5,265,000,000","4,292,000,000","5,271,596,820","4,005,907,030","2,255,996,320","-3,607,255,200","2,072,418,300","1,760,135,590","1,585,000,000","985,000,000","625,000,000"
NetIncomeCommonStockholders,"11,037,000,000","2,806,000,000","4,306,000,000","8,434,000,000","4,709,000,000","4,287,000,000","4,390,000,000","3,717,000,000","4,967,000,000","5,693,000,000","5,467,000,000","5,265,000,000","3,851,000,000","5,271,596,820","4,005,907,030","2,255,996,320","-3,607,255,200","2,072,418,300","1,760,135,590","1,585,000,000","985,000,000","625,000,000"
BasicEPS,,"1.12","1.725","3.355","1.83","1.64","1.67","1.405","1.88","2.155","2.095","2.015","2.745","1.96","1.484","0.842","-1.96","1.477","1.21","1.085","0.675","0.425"
DilutedEPS,,"1.12","1.725","3.355","1.83","1.64","1.67","1.405","1.88","2.155","2.095","2.015","2.745","1.95","1.474","0.837","-1.96","1.477","1.21","1.085","0.675","0.425"
BasicAverageShares,,"2,499,800,000","2,494,200,000","2,513,800,000","2,573,200,000","2,612,400,000","2,631,600,000","2,646,200,000","2,639,000,000","2,643,400,000","2,610,600,000","2,612,903,226","2,618,600,000","2,693,800,000","2,693,600,000","2,673,000,000","1,846,573,078","1,405,490,416","1,455,372,744","1,463,422,450","1,462,465,050","1,470,588,235"
DilutedAverageShares,,"2,499,800,000","2,494,200,000","2,513,800,000","2,573,200,000","2,612,400,000","2,631,600,000","2,646,200,000","2,639,000,000","2,643,400,000","2,610,600,000","2,613,000,000","2,631,600,000","2,707,800,000","2,717,600,000","2,693,000,000","1,846,573,078","1,410,247,160","1,458,546,323","1,463,422,450","1,462,465,050","1,470,588,235"
Ebitda,,"10,718,000,000","9,119,000,000","9,636,000,000","9,903,000,000","10,078,000,000","10,113,000,000","10,784,000,000","11,337,000,000","11,424,000,000","11,195,000,000","11,401,000,000","10,482,000,000","10,729,064,410","12,116,978,480","11,666,675,580","2,211,564,640","3,458,794,680","2,996,137,680","2,407,000,000","1,818,000,000","1,207,000,000"
