name,ttm,03/31/2020,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014,03/31/2013,03/31/2012,03/31/2011,03/31/2010,03/31/2009,03/31/2008,03/31/2007,03/31/2006,03/31/2005,03/31/2004,03/31/2003,03/31/2002,03/31/2001
	OperatingCashFlow,"30,921,000,000","29,841,000,000","28,704,000,000","18,029,000,000","21,513,000,000","41,247,000,000","25,033,000,000","19,463,000,000","13,317,000,000","16,150,000,000","8,009,000,000","13,226,000,000","4,505,000,000","6,122,640,000","11,832,504,518.18","1,647,402,250.01","2,291,615,601.36","4,007,896,068.9","4,354,171,082.01","4,647,679,667.82","614,870,303.52"
InvestingCashFlow,"-16,956,000,000","-4,923,000,000","-7,727,000,000","-14,883,000,000","-18,471,000,000","-20,423,000,000","-22,904,000,000","-16,620,000,000","-13,944,000,000","-18,665,000,000","-8,658,000,000","-6,998,000,000","-3,472,000,000","-9,599,960,000","593,856,616.44","-34,613,672,008","632,882,063.16","-6,520,173,845.5","-1,949,099,734.62","-1,531,246,289.25","-686,945,059.68"
	CapitalExpenditure,"-6,567,000,000","-6,115,000,000","-7,491,000,000","-11,043,000,000","-40,984,000,000","-14,875,000,000","-15,327,000,000","-10,627,000,000","-7,336,000,000","-8,585,000,000","-11,606,000,000","-4,283,000,000","-4,761,000,000","-6,769,600,000","-4,747,612,771.02","-1,919,748,752.73","-1,749,170,214.72","-2,420,867,793.95","-1,511,374,569.3","-1,089,146,127.52","-487,203,002.88"
	PurchaseOfBusiness,,,"0","0","-103,000,000","-7,936,000,000","-276,000,000","0","-1,746,000,000","0","-1,169,000,000","0","-3,172,000,000",,,,,,,,
	PurchaseOfInvestment,"-96,557,000,000","-111,918,000,000","-78,573,000,000","-68,429,000,000","-49,651,000,000","-68,249,000,000","-53,466,000,000","-44,811,000,000","-27,878,000,000","-26,309,000,000","-8,960,000,000","-24,111,000,000","-12,393,000,000","-15,859,880,000","-490,473,895.42","-5,087,291,863.39","-10,226,462,350.32","-13,270,716,465.5","-2,925,024,009.66","-2,447,947,528.38","-275,169,127.2"
	SaleOfInvestment,"99,767,000,000","111,704,000,000","76,291,000,000","64,038,000,000","71,595,000,000","69,270,000,000","45,176,000,000","37,721,000,000","21,850,000,000","15,733,000,000","12,602,000,000","21,102,000,000","16,398,000,000","12,477,800,000","332,656,478","5,288,521,707.35","13,079,475,302.4","9,187,028,635.95","2,931,137,754.39","2,361,067,269.55",
	NetOtherInvestingChanges,,,,,,,,,,,"127,000,000","233,000,000","375,000,000","496,680,000","5,415,042,631.88","-6,248,373,804.06","20,043,667.08","-121,431,676.05","-101,469,205.17","-404,482,910.01","7,542,707.04"
	InvestingCashFlow,"-16,956,000,000","-4,923,000,000","-7,727,000,000","-14,883,000,000","-18,471,000,000","-20,423,000,000","-22,904,000,000","-16,620,000,000","-13,944,000,000","-18,665,000,000","-8,658,000,000","-6,998,000,000","-3,472,000,000","-9,599,960,000","593,856,616.44","-34,613,672,008","632,882,063.16","-6,520,173,845.5","-1,949,099,734.62","-1,531,246,289.25","-686,945,059.68"
CashFlowFromContinuingFinancingActivities,"-11,665,000,000","-25,159,000,000","-21,326,000,000","-4,440,000,000","-3,692,000,000","-17,001,000,000","-4,119,000,000","-217,000,000","-1,792,000,000","3,735,000,000","-377,000,000","-5,307,000,000","-2,527,000,000","-6,827,600,000","1,757,851,874.46","27,281,303,869.57","1,931,309,943.24","-376,919,757.6","-152,559,258.03","1,420,197,433.46","-87,346,409.92"
	RepaymentOfDebt,"-18,532,000,000","-23,400,000,000",,,"-5,220,000,000","-11,706,000,000","-3,716,000,000","-5,285,000,000","-36,000,000",,"-14,071,000,000","-4,011,000,000","-3,057,000,000",,,,,,,,
	CommonStockIssuance,"96,000,000","4,000,000","0","1,000,000","1,000,000","1,000,000","206,000,000","2,000,000","1,000,000","6,000,000","29,000,000","17,000,000","5,000,000","15,240,000","10,053,353,988.7","73,834,776.67",,"5,466,377.7",,"5,776,392,127.46",
	RepurchaseOfCapitalStock,"0","-474,000,000","-535,000,000","0","-15,694,000,000",,,,,,,,,,,,,"-116,225,602.05",,,
	CashDividendsPaid,"-3,916,000,000","-3,916,000,000","-4,002,000,000","-3,992,000,000","-3,390,000,000","-4,106,000,000","-3,587,000,000","-2,985,000,000","-2,714,000,000","-2,216,000,000","-3,063,000,000","-1,233,000,000","-738,000,000","-737,280,000","-438,544,923.14","-437,483,305.58","-431,615,698.08","-432,537,981.5","-190,758,314.25","-561,042,793.14","-133,999,449.76"
	NetOtherFinancingCharges,,,,,,,"1,000,000","-25,000,000","-111,000,000",,"-891,000,000","-80,000,000",,"40,000","-79,232,724.76","-341,101,518.05",,"43,383.95","47,393.37","-48,727.01",
	CashFlowFromContinuingFinancingActivities,"-11,665,000,000","-25,159,000,000","-21,326,000,000","-4,440,000,000","-3,692,000,000","-17,001,000,000","-4,119,000,000","-217,000,000","-1,792,000,000","3,735,000,000","-377,000,000","-5,307,000,000","-2,527,000,000","-6,827,600,000","1,757,851,874.46","27,281,303,869.57","1,931,309,943.24","-376,919,757.6","-152,559,258.03","1,420,197,433.46","-87,346,409.92"
ChangeInCashSupplementalAsReported,"2,300,000,000","-241,000,000","-349,000,000","-1,294,000,000","-650,000,000","3,823,000,000","-1,989,000,000","2,626,000,000","-2,419,000,000","1,220,000,000","-1,026,000,000","921,000,000","-1,494,000,000","-10,583,160,000","14,302,630,074.82","-5,589,653,524.33","4,911,615,465.12","-2,903,427,469.8","2,157,820,136.1","4,625,313,970.23","-78,267,225.52"
BeginningCashPosition,"2,065,000,000","2,228,000,000","2,542,000,000","3,779,000,000","4,921,000,000","5,394,000,000","8,451,000,000","5,054,000,000","7,379,000,000","5,660,000,000","6,545,000,000","5,378,000,000","6,986,000,000","17,981,440,000","3,721,432,339.6","9,311,870,925.87","4,376,244,313.92","7,289,154,359.25","5,094,692,488.26","478,450,511.19","555,506,405.52"
EndCashPosition,"4,365,000,000","1,962,000,000","2,228,000,000","2,542,000,000","3,779,000,000","4,921,000,000","5,394,000,000","8,451,000,000","5,054,000,000","7,379,000,000","5,660,000,000","6,545,000,000","5,378,000,000","7,398,280,000","18,024,062,414.42","3,722,217,401.54","9,287,859,779.04","4,385,726,889.45","7,252,512,624.36","5,103,764,481.42","477,239,180"
FreeCashFlow,"24,354,000,000","23,726,000,000","21,213,000,000","6,986,000,000","-19,471,000,000","26,372,000,000","9,706,000,000","8,836,000,000","5,981,000,000","7,565,000,000","-3,597,000,000","8,943,000,000","-256,000,000","-646,960,000","7,084,891,747.16","-272,346,502.72","542,445,386.64","1,587,028,274.95","2,842,796,512.71","3,558,533,540.3","127,667,300.64"
	OperatingCashFlow,"30,921,000,000","29,841,000,000","28,704,000,000","18,029,000,000","21,513,000,000","41,247,000,000","25,033,000,000","19,463,000,000","13,317,000,000","16,150,000,000","8,009,000,000","13,226,000,000","4,505,000,000","6,122,640,000","11,832,504,518.18","1,647,402,250.01","2,291,615,601.36","4,007,896,068.9","4,354,171,082.01","4,647,679,667.82","614,870,303.52"
	CapitalExpenditure,"-6,567,000,000","-6,115,000,000","-7,491,000,000","-11,043,000,000","-40,984,000,000","-14,875,000,000","-15,327,000,000","-10,627,000,000","-7,336,000,000","-8,585,000,000","-11,606,000,000","-4,283,000,000","-4,761,000,000","-6,769,600,000","-4,747,612,771.02","-1,919,748,752.73","-1,749,170,214.72","-2,420,867,793.95","-1,511,374,569.3","-1,089,146,127.52","-487,203,002.88"
	FreeCashFlow,"24,354,000,000","23,726,000,000","21,213,000,000","6,986,000,000","-19,471,000,000","26,372,000,000","9,706,000,000","8,836,000,000","5,981,000,000","7,565,000,000","-3,597,000,000","8,943,000,000","-256,000,000","-646,960,000","7,084,891,747.16","-272,346,502.72","542,445,386.64","1,587,028,274.95","2,842,796,512.71","3,558,533,540.3","127,667,300.64"
