name,ttm,06/30/2019,06/30/2018,06/30/2017,06/30/2016,06/30/2015,06/30/2014,06/30/2013,06/30/2012,06/30/2011,06/30/2010,06/30/2009,06/30/2008,06/30/2007,06/30/2006,06/30/2005,06/30/2004,06/30/2003,06/30/2002,06/30/2001,06/30/2000,06/30/1999,06/30/1998,06/30/1997,06/30/1996,06/30/1995,06/30/1994,03/31/1993,03/31/1992,03/31/1991,03/31/1990,03/31/1989,03/31/1988,03/31/1987,03/31/1986
TotalRevenue,"153,586,000,000","145,534,000,000","136,809,000,000","129,976,000,000","121,546,000,000","102,531,000,000","91,084,000,000","101,093,000,000","107,552,000,000","102,644,200,000","98,502,800,000","99,512,400,000","91,091,400,000","86,852,000,000","81,363,600,000","74,910,700,000","65,053,500,000","56,737,000,000","51,135,700,000","47,947,600,000","29,870,600,000","25,033,600,000","15,918,100,000","10,968,000,000","8,862,400,000","7,806,100,000","5,790,400,000","1,966,500,000","1,647,600,000","1,184,300,000","873,900,000","700,400,000","524,600,000","652,300,000","429,000,000"
CostOfRevenue,"146,634,000,000","138,700,000,000","129,628,000,000","123,432,000,000","115,003,000,000","96,819,000,000","85,923,000,000","96,172,000,000","103,011,000,000","98,482,200,000","94,722,100,000","93,986,000,000","85,457,300,000","81,606,700,000","76,082,700,000","69,904,200,000","60,312,300,000","52,227,000,000","47,089,500,000","44,336,000,000","26,737,600,000","22,211,700,000","14,812,300,000","10,011,800,000","8,114,600,000","7,320,400,000","5,418,200,000","1,832,500,000","1,532,100,000","1,097,200,000","810,600,000","650,100,000","487,400,000","602,100,000","396,400,000"
GrossProfit,"6,952,000,000","6,834,000,000","7,181,000,000","6,544,000,000","6,543,000,000","5,712,000,000","5,161,000,000","4,921,000,000","4,541,000,000","4,162,000,000","3,780,700,000","5,526,400,000","5,634,100,000","5,245,300,000","5,280,900,000","5,006,500,000","4,741,200,000","4,510,000,000","4,046,200,000","3,611,600,000","3,133,000,000","2,821,900,000","1,105,800,000","956,200,000","747,800,000","485,700,000","372,200,000","134,000,000","115,500,000","87,100,000","63,300,000","50,300,000","37,200,000","50,200,000","32,600,000"
OperatingExpense,"5,148,000,000","5,101,000,000","5,303,000,000","4,302,000,000","4,107,000,000","3,521,000,000","3,251,000,000","3,033,000,000","2,710,000,000","2,594,800,000","2,408,000,000","3,438,300,000","3,447,200,000","3,730,000,000","3,227,000,000","2,991,800,000","2,359,200,000","2,193,700,000","2,212,400,000","2,124,500,000","1,873,300,000","1,798,300,000","632,100,000","564,900,000","465,800,000","322,000,000","286,200,000","75,000,000","68,100,000","52,400,000","38,500,000","32,100,000","24,200,000","37,800,000","24,200,000"
	SellingGeneralAndAdministration,"4,600,000,000","4,480,000,000","4,596,000,000","3,775,000,000","3,648,000,000","3,240,000,000","3,028,000,000","2,875,000,000","2,677,000,000","2,594,800,000","2,408,000,000","3,438,300,000","3,414,800,000","3,082,300,000","3,199,300,000","2,861,500,000","2,346,500,000","2,228,200,000","2,073,800,000","1,999,600,000","1,627,400,000","1,564,800,000","567,800,000","513,600,000","433,300,000","300,800,000","269,200,000","67,800,000","62,500,000","47,800,000","35,400,000","29,300,000","22,200,000","34,200,000","22,200,000"
	OperatingExpense,"5,148,000,000","5,101,000,000","5,303,000,000","4,302,000,000","4,107,000,000","3,521,000,000","3,251,000,000","3,033,000,000","2,710,000,000","2,594,800,000","2,408,000,000","3,438,300,000","3,447,200,000","3,730,000,000","3,227,000,000","2,991,800,000","2,359,200,000","2,193,700,000","2,212,400,000","2,124,500,000","1,873,300,000","1,798,300,000","632,100,000","564,900,000","465,800,000","322,000,000","286,200,000","75,000,000","68,100,000","52,400,000","38,500,000","32,100,000","24,200,000","37,800,000","24,200,000"
OperatingIncome,"1,804,000,000","1,733,000,000","1,878,000,000","2,242,000,000","2,436,000,000","2,191,000,000","1,910,000,000","1,888,000,000","1,831,000,000","1,567,200,000","1,372,700,000","2,088,100,000","2,186,900,000","1,515,300,000","2,053,900,000","2,014,700,000","2,382,000,000","2,316,300,000","1,833,800,000","1,487,100,000","1,259,700,000","1,023,600,000","473,700,000","391,300,000","282,000,000","163,700,000","86,000,000","59,000,000","47,400,000","34,700,000","24,800,000","18,200,000","13,000,000","12,400,000","8,400,000"
InterestExpense,"256,000,000","294,000,000","329,000,000","201,000,000","178,000,000","141,000,000","133,000,000","123,000,000","95,000,000","92,800,000",,"218,700,000",,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-5,896,000,000","312,000,000","-1,777,000,000","-117,000,000","18,000,000","-83,000,000","21,000,000","-877,000,000","-38,000,000","43,900,000","-47,600,000","-202,400,000","-98,100,000","-789,300,000","-114,900,000","-382,200,000","-57,400,000","-39,900,000","-138,600,000","-124,900,000","-64,700,000","-165,000,000","-48,300,000","-51,100,000","-56,100,000","2,200,000","2,900,000","8,300,000","5,400,000","4,500,000","2,000,000","1,900,000","1,000,000","3,200,000","4,900,000"
PretaxIncome,"-4,348,000,000","1,751,000,000","-228,000,000","1,924,000,000","2,276,000,000","1,967,000,000","1,798,000,000","888,000,000","1,698,000,000","1,518,300,000","1,211,600,000","1,667,000,000","1,949,800,000","1,252,300,000","1,835,000,000","1,629,300,000","2,238,400,000","2,126,600,000","1,701,300,000","1,332,200,000","1,077,800,000","759,200,000","402,500,000","312,300,000","202,100,000","146,500,000","70,700,000","54,000,000","41,000,000","28,500,000","21,000,000","13,600,000","8,200,000","11,000,000","10,000,000"
